ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,total_donor_record_count
intestinal villus,Homo sapiens,others,male,Unknown,,33
intestinal villus,Homo sapiens,others,male,,,42
intestinal villus,Homo sapiens,others,others,Obesity,,1
intestinal villus,Homo sapiens,others,others,Unknown,,973
intestinal villus,Homo sapiens,others,others,,,3
intestinal villus,Homo sapiens,others,,,,1
intestinal villus,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",14
intestinal villus,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Obesity,"[25 years old, 30 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Obesity,"[45 years old, 50 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[20 years old, 25 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",2
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[35 years old, 40 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[40 years old, 45 years old)",2
intestinal villus,Homo sapiens,postnatal,female,Overweight,"[60 years old, 65 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Underweight,"[45 years old, 50 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Unknown,<1 year old,51
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",13
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",21
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",21
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",30
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",142
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",85
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",28
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",42
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",17
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",16
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",13
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",6
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",10
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",23
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",10
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",8
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",10
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",3
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
intestinal villus,Homo sapiens,postnatal,female,Unknown,others,1
intestinal villus,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",1
intestinal villus,Homo sapiens,postnatal,female,,"[25 years old, 30 years old)",1
intestinal villus,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",5
intestinal villus,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",2
intestinal villus,Homo sapiens,postnatal,female,,"[65 years old, 70 years old)",1
intestinal villus,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",11
intestinal villus,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",3
intestinal villus,Homo sapiens,postnatal,male,Overweight,"[40 years old, 45 years old)",1
intestinal villus,Homo sapiens,postnatal,male,Unknown,<1 year old,58
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",38
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",13
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",13
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",15
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",39
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",29
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",8
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",18
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",9
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",21
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",16
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",13
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",22
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",24
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",13
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",9
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",4
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",3
intestinal villus,Homo sapiens,postnatal,male,Unknown,others,1
intestinal villus,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",14
intestinal villus,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
intestinal villus,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",8
intestinal villus,Homo sapiens,postnatal,male,,"[45 years old, 50 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Normal weight,"[25 years old, 30 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Normal weight,"[35 years old, 40 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Obesity,"[40 years old, 45 years old)",1
intestinal villus,Homo sapiens,postnatal,others,Overweight,"[25 years old, 30 years old)",1
intestinal villus,Homo sapiens,postnatal,others,Overweight,"[45 years old, 50 years old)",1
intestinal villus,Homo sapiens,postnatal,others,Unknown,<1 year old,862
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",53
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",35
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",23
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",23
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",7
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",34
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",22
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[40 years old, 45 years old)",13
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",8
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",38
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",7
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[55 years old, 60 years old)",11
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",8
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",6
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",9
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",6
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",2
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[85 years old, 90 years old)",1
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[95 years old, 100 years old)",4
intestinal villus,Homo sapiens,postnatal,others,Unknown,others,44
intestinal villus,Homo sapiens,postnatal,others,,"[15 years old, 20 years old)",1
intestinal villus,Homo sapiens,postnatal,others,,"[30 years old, 35 years old)",1
intestinal villus,Homo sapiens,postnatal,others,,"[5 years old, 10 years old)",2
intestinal villus,Homo sapiens,prenatal,female,Unknown,,53
intestinal villus,Homo sapiens,prenatal,male,Unknown,,15
intestinal villus,Homo sapiens,prenatal,others,Unknown,,1075
intestinal villus,Homo sapiens,prenatal,,,,1
intestinal villus,Homo sapiens,unknown,female,Normal weight,,5
intestinal villus,Homo sapiens,unknown,female,Obesity,,12
intestinal villus,Homo sapiens,unknown,female,Overweight,,1
intestinal villus,Homo sapiens,unknown,female,Underweight,,2
intestinal villus,Homo sapiens,unknown,female,Unknown,,1448
intestinal villus,Homo sapiens,unknown,female,,,9
intestinal villus,Homo sapiens,unknown,male,Normal weight,,1
intestinal villus,Homo sapiens,unknown,male,Obesity,,1
intestinal villus,Homo sapiens,unknown,male,Overweight,,1
intestinal villus,Homo sapiens,unknown,male,Unknown,,594
intestinal villus,Homo sapiens,unknown,male,,,7
intestinal villus,Homo sapiens,unknown,others,Normal weight,,10
intestinal villus,Homo sapiens,unknown,others,Obesity,,34
intestinal villus,Homo sapiens,unknown,others,Overweight,,4
intestinal villus,Homo sapiens,unknown,others,Underweight,,6
intestinal villus,Homo sapiens,unknown,others,Unknown,,16859
intestinal villus,Homo sapiens,unknown,others,,,161
intestinal villus,Homo sapiens,,female,Unknown,,35
intestinal villus,Homo sapiens,,female,,,1
intestinal villus,Homo sapiens,,male,Unknown,,16
intestinal villus,Homo sapiens,,others,Underweight,,1
intestinal villus,Homo sapiens,,others,Unknown,,222
intestinal villus,Homo sapiens,,others,,,3
intestinal villus,Homo sapiens,,,,,3
islet of Langerhans,Homo sapiens,others,female,Normal weight,,1
islet of Langerhans,Homo sapiens,others,female,Obesity,,1
islet of Langerhans,Homo sapiens,others,female,Overweight,,1
islet of Langerhans,Homo sapiens,others,female,Unknown,,40
islet of Langerhans,Homo sapiens,others,female,,,17
islet of Langerhans,Homo sapiens,others,male,Overweight,,1
islet of Langerhans,Homo sapiens,others,male,Unknown,,31
islet of Langerhans,Homo sapiens,others,male,,,23
islet of Langerhans,Homo sapiens,others,others,Obesity,,1
islet of Langerhans,Homo sapiens,others,others,Unknown,,588
islet of Langerhans,Homo sapiens,others,others,,,2
islet of Langerhans,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",6
islet of Langerhans,Homo sapiens,postnatal,female,Normal weight,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Obesity,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Overweight,"[55 years old, 60 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,<1 year old,16
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",4
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",4
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",11
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",25
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",59
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",28
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",16
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",26
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",26
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",3
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",16
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",21
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",16
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",11
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",12
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",9
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",9
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[95 years old, 100 years old)",1
islet of Langerhans,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",3
islet of Langerhans,Homo sapiens,postnatal,female,,"[30 years old, 35 years old)",3
islet of Langerhans,Homo sapiens,postnatal,female,,"[40 years old, 45 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",8
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[35 years old, 40 years old)",2
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[55 years old, 60 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[60 years old, 65 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,Obesity,"[60 years old, 65 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",2
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,<1 year old,15
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",8
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",9
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",11
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",14
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",18
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",26
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",13
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",25
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",16
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",6
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",13
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",25
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",24
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",32
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",19
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",16
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",5
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,,"[30 years old, 35 years old)",6
islet of Langerhans,Homo sapiens,postnatal,male,,"[35 years old, 40 years old)",1
islet of Langerhans,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",3
islet of Langerhans,Homo sapiens,postnatal,others,Normal weight,"[50 years old, 55 years old)",1
