ftu,species_tag,age_tag,sex_tag,bmi_tag,age_yearold_tag,donor_record_count
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",10
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[85 years old, 90 years old)",10
descending limb of loop of Henle,Homo sapiens,unknown,others,Overweight,,10
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[50 years old, 55 years old)",10
papillary layer of dermis,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",10
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",10
prostate glandular acinus,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",10
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,<1 year old,10
alveolus of lung,Homo sapiens,postnatal,female,Unknown,<1 year old,10
white pulp of spleen,Homo sapiens,,male,Unknown,,10
cortical collecting duct,Homo sapiens,prenatal,female,Unknown,,10
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[25 years old, 30 years old)",10
inner medullary collecting duct,Homo sapiens,postnatal,others,Unknown,others,10
pancreatic acinus,Homo sapiens,,male,Unknown,,10
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",10
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",10
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",10
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",10
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[75 years old, 80 years old)",9
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",9
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[40 years old, 45 years old)",9
liver lobule,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",9
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[50 years old, 55 years old)",9
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",9
liver lobule,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",9
inner medullary collecting duct,Homo sapiens,,female,Unknown,,9
crypt of Lieberkuhn of large intestine,Homo sapiens,prenatal,male,Unknown,,9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",9
islet of Langerhans,Homo sapiens,unknown,others,Normal weight,,9
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",9
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,female,Unknown,"[30 years old, 35 years old)",9
liver lobule,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",9
papillary layer of dermis,Homo sapiens,postnatal,male,Overweight,"[30 years old, 35 years old)",9
alveolus of lung,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",9
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",9
intestinal villus,Homo sapiens,unknown,female,,,9
liver lobule,Homo sapiens,postnatal,female,Normal weight,"[30 years old, 35 years old)",9
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[25 years old, 30 years old)",9
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",9
outer medullary collecting duct,Homo sapiens,others,female,,,9
epidermal ridge of digit,Homo sapiens,unknown,female,,,9
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",9
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,others,Underweight,,9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",9
papillary layer of dermis,Homo sapiens,unknown,others,Overweight,,9
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[60 years old, 65 years old)",9
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",9
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",9
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",9
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",9
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",9
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",9
islet of Langerhans,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",9
descending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,others,9
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",9
liver lobule,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",9
descending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",9
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",9
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",9
red pulp of spleen,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",9
prostate glandular acinus,Homo sapiens,prenatal,female,Unknown,,9
prostate glandular acinus,Homo sapiens,unknown,female,Obesity,,9
islet of Langerhans,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",9
pancreatic acinus,Homo sapiens,unknown,others,Overweight,,9
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",9
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[90 years old, 95 years old)",9
inner medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",9
red pulp of spleen,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",9
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",9
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",9
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[20 years old, 25 years old)",8
intestinal villus,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",8
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,others,8
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[15 years old, 20 years old)",8
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,others,8
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",8
intestinal villus,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",8
papillary layer of dermis,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",8
nephron,Homo sapiens,,,,,8
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",8
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",8
alveolus of lung,Homo sapiens,others,female,,,8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",8
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",8
crypt of Lieberkuhn of large intestine,Homo sapiens,others,others,Obesity,,8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",8
liver lobule,Homo sapiens,postnatal,female,Unknown,"[10 years old, 15 years old)",8
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[20 years old, 25 years old)",8
nephron,Homo sapiens,postnatal,female,Overweight,"[30 years old, 35 years old)",8
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",8
islet of Langerhans,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",8
crypt of Lieberkuhn of large intestine,Homo sapiens,,others,,,8
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[85 years old, 90 years old)",8
alveolus of lung,Homo sapiens,,,,,8
red pulp of spleen,Homo sapiens,,male,Unknown,,8
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",8
liver lobule,Homo sapiens,postnatal,others,Unknown,"[15 years old, 20 years old)",8
white pulp of spleen,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",8
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[60 years old, 65 years old)",8
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,<1 year old,8
inner medullary collecting duct,Homo sapiens,others,male,,,8
liver lobule,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",8
nephron,Homo sapiens,postnatal,male,Unknown,others,8
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",8
intestinal villus,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",8
white pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",8
white pulp of spleen,Homo sapiens,,female,Unknown,,8
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,male,Unknown,others,8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,<1 year old,8
bronchus submucosal gland,Homo sapiens,postnatal,female,Unknown,"[65 years old, 70 years old)",8
pancreatic acinus,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",8
epidermal ridge of digit,Homo sapiens,,,,,8
papillary layer of dermis,Homo sapiens,unknown,female,,,8
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[70 years old, 75 years old)",8
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[55 years old, 60 years old)",8
prostate glandular acinus,Homo sapiens,postnatal,male,Unknown,"[45 years old, 50 years old)",8
bronchus submucosal gland,Homo sapiens,postnatal,others,Unknown,"[1 year old, 5 years old)",8
epidermal ridge of digit,Homo sapiens,unknown,male,,,8
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[45 years old, 50 years old)",8
liver lobule,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",8
islet of Langerhans,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",8
inner medullary collecting duct,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",8
epidermal ridge of digit,Homo sapiens,unknown,others,Overweight,,8
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",8
liver lobule,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",8
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[80 years old, 85 years old)",8
prostate glandular acinus,Homo sapiens,others,female,,,8
cortical collecting duct,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",8
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",7
nephron,Homo sapiens,unknown,male,,,7
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",7
papillary layer of dermis,Homo sapiens,postnatal,male,,"[40 years old, 45 years old)",7
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[75 years old, 80 years old)",7
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",7
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[35 years old, 40 years old)",7
nephron,Homo sapiens,postnatal,female,,"[20 years old, 25 years old)",7
islet of Langerhans,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",7
intercalated duct of pancreas,Homo sapiens,prenatal,others,Unknown,,7
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,male,Unknown,"[90 years old, 95 years old)",7
bronchus submucosal gland,Homo sapiens,others,male,Unknown,,7
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",7
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",7
red pulp of spleen,Homo sapiens,postnatal,others,Unknown,"[70 years old, 75 years old)",7
loop of Henle ascending limb thin segment,Homo sapiens,postnatal,male,Unknown,"[65 years old, 70 years old)",7
epidermal ridge of digit,Homo sapiens,unknown,female,Obesity,,7
alveolus of lung,Homo sapiens,postnatal,male,Unknown,"[15 years old, 20 years old)",7
crypt of Lieberkuhn of large intestine,Homo sapiens,postnatal,others,Unknown,"[80 years old, 85 years old)",7
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[1 year old, 5 years old)",7
thymus lobule,Homo sapiens,postnatal,female,Unknown,<1 year old,7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[65 years old, 70 years old)",7
papillary layer of dermis,Homo sapiens,,,,,7
inner medullary collecting duct,Homo sapiens,postnatal,male,Unknown,<1 year old,7
bronchus submucosal gland,Homo sapiens,postnatal,others,Unknown,"[5 years old, 10 years old)",7
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",7
crypt of Lieberkuhn of large intestine,Homo sapiens,unknown,female,,,7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",7
liver lobule,Homo sapiens,postnatal,male,Normal weight,"[30 years old, 35 years old)",7
thymus lobule,Homo sapiens,postnatal,male,Unknown,<1 year old,7
inner medullary collecting duct,Homo sapiens,postnatal,female,Unknown,"[75 years old, 80 years old)",7
cortical collecting duct,Homo sapiens,postnatal,female,Unknown,"[40 years old, 45 years old)",7
cortical collecting duct,Homo sapiens,postnatal,others,Unknown,"[10 years old, 15 years old)",7
alveolus of lung,Homo sapiens,postnatal,male,Unknown,"[5 years old, 10 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[45 years old, 50 years old)",7
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[30 years old, 35 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[20 years old, 25 years old)",7
pancreatic acinus,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",7
cortical collecting duct,Homo sapiens,postnatal,female,Unknown,"[5 years old, 10 years old)",7
epidermal ridge of digit,Homo sapiens,postnatal,female,Normal weight,"[20 years old, 25 years old)",7
cortical collecting duct,Homo sapiens,postnatal,male,Unknown,"[10 years old, 15 years old)",7
intestinal villus,Homo sapiens,unknown,male,,,7
intercalated duct of pancreas,Homo sapiens,others,female,Unknown,,7
epidermal ridge of digit,Homo sapiens,postnatal,male,Unknown,"[35 years old, 40 years old)",7
descending limb of loop of Henle,Homo sapiens,postnatal,female,Overweight,"[45 years old, 50 years old)",7
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[35 years old, 40 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,female,Unknown,"[60 years old, 65 years old)",7
papillary layer of dermis,Homo sapiens,unknown,male,Obesity,,7
bronchus submucosal gland,Homo sapiens,postnatal,male,Unknown,"[80 years old, 85 years old)",7
epidermal ridge of digit,Homo sapiens,postnatal,female,Unknown,"[1 year old, 5 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,female,Unknown,<1 year old,7
cortical collecting duct,Homo sapiens,postnatal,female,Unknown,"[70 years old, 75 years old)",7
intestinal villus,Homo sapiens,postnatal,others,Unknown,"[50 years old, 55 years old)",7
prostate glandular acinus,Homo sapiens,unknown,others,Obesity,,7
alveolus of lung,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",7
prostate glandular acinus,Homo sapiens,postnatal,others,Unknown,"[30 years old, 35 years old)",7
thick ascending limb of loop of Henle,Homo sapiens,postnatal,others,Unknown,"[25 years old, 30 years old)",7
alveolus of lung,Homo sapiens,postnatal,female,Unknown,"[55 years old, 60 years old)",7
