ftu,pmcid,graphic,sex_tag,value,unit
white pulp of spleen,PMC10313378,jci-133-166070-g133,female,15,um
red pulp of spleen,PMC10313378,jci-133-166070-g133,female,15,um
papillary layer of dermis,PMC10317950,13244_2023_1417_Fig11_HTML,female,50,um
papillary layer of dermis,PMC10317950,13244_2023_1417_Fig11_HTML,female,100,um
papillary layer of dermis,PMC10317950,13244_2023_1417_Fig27_HTML,male,50,um
papillary layer of dermis,PMC10317950,13244_2023_1417_Fig18_HTML,male,100,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,2,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,10,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,10,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,1,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,1,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,2,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,10,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,10,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,1,um
epidermal ridge of digit,PMC10306303,sciadv.adg8292-f3,female,1,um
papillary layer of dermis,PMC10317950,13244_2023_1417_Fig14_HTML,female,50,um
epidermal ridge of digit,PMC7195801,12986_2020_454_Fig3_HTML,male,100,um
epidermal ridge of digit,PMC7195801,12986_2020_454_Fig3_HTML,female,100,um
white pulp of spleen,PMC7232553,fimmu-11-00876-g0005,male,1000,um
red pulp of spleen,PMC7232553,fimmu-11-00876-g0005,male,1000,um
white pulp of spleen,PMC7232553,fimmu-11-00876-g0005,female,1000,um
red pulp of spleen,PMC7232553,fimmu-11-00876-g0005,female,1000,um
intestinal villus,PMC7218578,12964_2020_579_Fig1_HTML,female,10,um
intestinal villus,PMC7218578,12964_2020_579_Fig1_HTML,female,10,um
epidermal ridge of digit,PMC7190836,41598_2020_64203_Fig4_HTML,female,500,um
epidermal ridge of digit,PMC7190836,41598_2020_64203_Fig4_HTML,female,100,um
nephron,PMC7228085,pone.0233163.g002,male,20,um
nephron,PMC7228085,pone.0233163.g002,male,100,um
prostate glandular acinus,PMC7228085,pone.0233163.g002,male,20,um
prostate glandular acinus,PMC7228085,pone.0233163.g002,male,100,um
nephron,PMC3539691,fendo-03-00176-g006,male,10,um
islet of Langerhans,PMC3563606,1471-213X-12-37-8,male,20,um
pancreatic acinus,PMC3563606,1471-213X-12-37-8,male,20,um
islet of Langerhans,PMC3563606,1471-213X-12-37-8,female,20,um
pancreatic acinus,PMC3563606,1471-213X-12-37-8,female,20,um
papillary layer of dermis,PMC3431872,ijms-13-10461f2,female,100,um
papillary layer of dermis,PMC3431872,ijms-13-10461f2,female,100,um
papillary layer of dermis,PMC3431872,ijms-13-10461f2,female,100,um
papillary layer of dermis,PMC3431872,ijms-13-10461f2,female,100,um
prostate glandular acinus,PMC3516513,pone.0050928.g004,female,10,um
prostate glandular acinus,PMC3516513,pone.0050928.g004,female,10,um
prostate glandular acinus,PMC3516513,pone.0050928.g004,male,10,um
prostate glandular acinus,PMC3516513,pone.0050928.g004,male,10,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,20,um
crypt of Lieberkuhn of large intestine,PMC3493455,pgen.1003048.g001,male,20,um
islet of Langerhans,PMC3551781,1477-7827-10-97-15,female,50,um
epidermal ridge of digit,PMC3551781,1477-7827-10-97-15,female,50,um
bronchus submucosal gland,PMC3504979,jdv0025-0317-f1,female,100,um
papillary layer of dermis,PMC3504979,jdv0025-0317-f1,female,100,um
bronchus submucosal gland,PMC3504979,jdv0025-0317-f1,male,100,um
papillary layer of dermis,PMC3504979,jdv0025-0317-f1,male,100,um
bronchus submucosal gland,PMC3504979,jdv0025-0317-f1,female,100,um
papillary layer of dermis,PMC3504979,jdv0025-0317-f1,female,100,um
papillary layer of dermis,PMC3465268,pone.0047168.g004,male,50,um
papillary layer of dermis,PMC3465268,pone.0047168.g004,female,50,um
descending limb of loop of Henle,PMC10706740,ijms-24-16577-g006,male,100,um
descending limb of loop of Henle,PMC10706740,ijms-24-16577-g006,female,100,um
descending limb of loop of Henle,PMC10706740,ijms-24-16577-g006,male,100,um
descending limb of loop of Henle,PMC10706740,ijms-24-16577-g006,female,100,um
papillary layer of dermis,PMC10706300,ijms-24-16706-g003,male,5,um
papillary layer of dermis,PMC10706300,ijms-24-16706-g003,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,male,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
nephron,PMC10700464,428_2023_3703_Fig2_HTML,female,5,um
crypt of Lieberkuhn of large intestine,PMC10729843,gr4,female,200,um
crypt of Lieberkuhn of large intestine,PMC10729843,gr4,female,200,um
papillary layer of dermis,PMC10706300,ijms-24-16706-g004,male,30,um
descending limb of loop of Henle,PMC10706740,ijms-24-16577-g004,male,100,um
descending limb of loop of Henle,PMC10706740,ijms-24-16577-g004,female,100,um
nephron,PMC10721625,41598_2023_49697_Fig3_HTML,male,1,um
nephron,PMC10721625,41598_2023_49697_Fig3_HTML,male,1,um
nephron,PMC10721625,41598_2023_49697_Fig3_HTML,female,1,um
nephron,PMC10721625,41598_2023_49697_Fig3_HTML,female,1,um
nephron,PMC10721625,41598_2023_49697_Fig3_HTML,male,1,um
nephron,PMC10721625,41598_2023_49697_Fig3_HTML,male,1,um
thick ascending limb of loop of Henle,PMC10710422,41467_2023_44026_Fig2_HTML,female,5,um
thick ascending limb of loop of Henle,PMC10710422,41467_2023_44026_Fig2_HTML,female,50,um
papillary layer of dermis,PMC11014660,jci-134-172836-g233,female,100,um
descending limb of loop of Henle,PMC11014660,jci-134-172836-g233,female,100,um
pancreatic acinus,PMC10985087,41698_2024_497_Fig1_HTML,male,20,um
pancreatic acinus,PMC10985087,41698_2024_497_Fig1_HTML,male,20,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,male,50,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,female,50,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,female,50,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,female,50,um
crypt of Lieberkuhn of large intestine,PMC11002206,fphys-15-1341742-g001,female,50,um
prostate glandular acinus,PMC10973940,hoae013f1,female,20,um
prostate glandular acinus,PMC10973940,hoae013f1,female,20,um
prostate glandular acinus,PMC11035881,fendo-15-1312357-g001,male,50,um
prostate glandular acinus,PMC11035881,fendo-15-1312357-g001,male,50,um
prostate glandular acinus,PMC11035881,fendo-15-1312357-g001,male,50,um
prostate glandular acinus,PMC11035881,fendo-15-1312357-g001,male,50,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,male,2.5,um
liver lobule,PMC10972872,fcell-12-1380564-g005,male,2.5,um
liver lobule,PMC10972872,fcell-12-1380564-g005,male,2.5,um
liver lobule,PMC10972872,fcell-12-1380564-g005,male,2,um
liver lobule,PMC10972872,fcell-12-1380564-g005,male,1,um
liver lobule,PMC10972872,fcell-12-1380564-g005,male,1,um
nephron,PMC10972872,fcell-12-1380564-g005,male,1,um
nephron,PMC10972872,fcell-12-1380564-g005,male,1,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,male,2.5,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,male,2.5,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,male,2,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,male,1,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,male,1,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,male,2.5,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,male,2,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,male,1,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,male,1,um
nephron,PMC10972872,fcell-12-1380564-g005,male,2.5,um
nephron,PMC10972872,fcell-12-1380564-g005,male,2.5,um
nephron,PMC10972872,fcell-12-1380564-g005,male,2,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,female,2.5,um
liver lobule,PMC10972872,fcell-12-1380564-g005,female,2.5,um
liver lobule,PMC10972872,fcell-12-1380564-g005,female,2.5,um
liver lobule,PMC10972872,fcell-12-1380564-g005,female,2,um
liver lobule,PMC10972872,fcell-12-1380564-g005,female,1,um
liver lobule,PMC10972872,fcell-12-1380564-g005,female,1,um
nephron,PMC10972872,fcell-12-1380564-g005,female,1,um
nephron,PMC10972872,fcell-12-1380564-g005,female,1,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,female,2.5,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,female,2.5,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,female,2,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,female,1,um
pancreatic acinus,PMC10972872,fcell-12-1380564-g005,female,1,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,female,2.5,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,female,2,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,female,1,um
islet of Langerhans,PMC10972872,fcell-12-1380564-g005,female,1,um
nephron,PMC10972872,fcell-12-1380564-g005,female,2.5,um
nephron,PMC10972872,fcell-12-1380564-g005,female,2.5,um
nephron,PMC10972872,fcell-12-1380564-g005,female,2,um
epidermal ridge of digit,PMC11019137,ACEL-23-e14096-g001,female,20,um
papillary layer of dermis,PMC11019137,ACEL-23-e14096-g001,female,20,um
epidermal ridge of digit,PMC11019137,ACEL-23-e14096-g001,female,20,um
papillary layer of dermis,PMC11019137,ACEL-23-e14096-g001,female,20,um
descending limb of loop of Henle,PMC10247384,41586_2023_6090_Fig15_ESM,male,10,um
descending limb of loop of Henle,PMC10247384,41586_2023_6090_Fig15_ESM,male,10,um
pancreatic acinus,PMC10242138,fcell-11-1190386-g001,male,250,um
pancreatic acinus,PMC10242138,fcell-11-1190386-g001,male,100,um
pancreatic acinus,PMC10242138,fcell-11-1190386-g001,female,250,um
pancreatic acinus,PMC10242138,fcell-11-1190386-g001,female,100,um
white pulp of spleen,PMC10244954,SAJR-27-2595-g009,female,100,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,male,200,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,male,10,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,female,200,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,female,10,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,male,200,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,male,10,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,female,200,um
crypt of Lieberkuhn of large intestine,PMC10243829,jciinsight-8-167402-g021,female,10,um
intestinal villus,PMC10244441,41522_2023_403_Fig4_HTML,male,50,um
intestinal villus,PMC10244441,41522_2023_403_Fig4_HTML,female,50,um
prostate glandular acinus,PMC10239411,10815_2023_2762_Fig2_HTML,female,100,um
prostate glandular acinus,PMC10239411,10815_2023_2762_Fig2_HTML,female,100,um
prostate glandular acinus,PMC10356782,42003_2023_4991_Fig5_HTML,male,100,um
descending limb of loop of Henle,PMC10328903,401_2023_2579_Fig3_HTML,male,10,um
descending limb of loop of Henle,PMC10328903,401_2023_2579_Fig3_HTML,female,10,um
descending limb of loop of Henle,PMC10328903,401_2023_2579_Fig1_HTML,male,100,um
descending limb of loop of Henle,PMC10328903,401_2023_2579_Fig1_HTML,male,50,um
white pulp of spleen,PMC6532325,OMCL2019-3182627.003,female,20,um
prostate glandular acinus,PMC6532325,OMCL2019-3182627.003,female,20,um
epidermal ridge of digit,PMC6527541,432_2019_2920_Fig4_HTML,female,500,um
pancreatic acinus,PMC6482185,41467_2019_9856_Fig3_HTML,male,20,um
pancreatic acinus,PMC6482185,41467_2019_9856_Fig3_HTML,male,100,um
pancreatic acinus,PMC6482185,41467_2019_9856_Fig3_HTML,male,100,um
prostate glandular acinus,PMC6527614,41467_2019_10194_Fig2_HTML,female,100,um
prostate glandular acinus,PMC6527614,41467_2019_10194_Fig2_HTML,female,100,um
prostate glandular acinus,PMC6527614,41467_2019_10194_Fig3_HTML,male,100,um
prostate glandular acinus,PMC6527614,41467_2019_10194_Fig3_HTML,female,100,um
inner medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,50,um
descending limb of loop of Henle,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
outer medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,50,um
outer medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
outer medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
inner medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
inner medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
cortical collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,50,um
cortical collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
cortical collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
descending limb of loop of Henle,PMC6514074,401_2018_1950_Fig4_HTML,male,50,um
descending limb of loop of Henle,PMC6514074,401_2018_1950_Fig4_HTML,male,20,um
inner medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,50,um
descending limb of loop of Henle,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
outer medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,50,um
outer medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
outer medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
inner medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
inner medullary collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
cortical collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,50,um
cortical collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
cortical collecting duct,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
descending limb of loop of Henle,PMC6514074,401_2018_1950_Fig4_HTML,female,50,um
descending limb of loop of Henle,PMC6514074,401_2018_1950_Fig4_HTML,female,20,um
nephron,PMC6478434,elife-42068-fig8,female,15,um
nephron,PMC6478434,elife-42068-fig8,female,15,um
nephron,PMC6478434,elife-42068-fig8,female,15,um
nephron,PMC6478434,elife-42068-fig8,female,1,um
nephron,PMC6478434,elife-42068-fig8,female,1,um
nephron,PMC6478434,elife-42068-fig8,female,1,um
inner medullary collecting duct,PMC6518781,12935_2019_782_Fig5_HTML,male,50,um
inner medullary collecting duct,PMC6518781,12935_2019_782_Fig5_HTML,female,50,um
nephron,PMC6500077,Int-J-Fertil-Steril-13-154-g02,male,5,um
nephron,PMC6500077,Int-J-Fertil-Steril-13-154-g02,male,10,um
crypt of Lieberkuhn of large intestine,PMC10915827,JCMM-28-e18203-g001,male,100,um
intestinal villus,PMC10915827,JCMM-28-e18203-g001,male,100,um
crypt of Lieberkuhn of large intestine,PMC10915827,JCMM-28-e18203-g001,female,100,um
intestinal villus,PMC10915827,JCMM-28-e18203-g001,female,100,um
crypt of Lieberkuhn of large intestine,PMC10915827,JCMM-28-e18203-g001,female,100,um
intestinal villus,PMC10915827,JCMM-28-e18203-g001,female,100,um
nephron,PMC10911353,aging-16-205475-g008,male,50,um
nephron,PMC10911353,aging-16-205475-g008,female,50,um
nephron,PMC10920679,41467_2024_46102_Fig2_HTML,male,500,um
liver lobule,PMC10883672,elife-82631-fig7,female,30,um
liver lobule,PMC10883672,elife-82631-fig7,female,30,um
nephron,PMC11316121,41467_2024_50930_Fig5_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig5_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig5_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig5_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig5_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig5_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig2_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig2_HTML,male,50,um
nephron,PMC11339347,LSA-2024-02708_Fig5,male,25,um
nephron,PMC11339347,LSA-2024-02708_Fig5,male,25,um
nephron,PMC11339347,LSA-2024-02708_Fig5,female,25,um
nephron,PMC11316121,41467_2024_50930_Fig4_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig4_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig4_HTML,male,50,um
nephron,PMC11316121,41467_2024_50930_Fig4_HTML,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,1,um
liver lobule,PMC11324308,jci-134-178303-g144,male,1,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,male,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,1,um
liver lobule,PMC11324308,jci-134-178303-g144,female,1,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
liver lobule,PMC11324308,jci-134-178303-g144,female,50,um
nephron,PMC11324798,41420_2024_2131_Fig4_HTML,female,50,um
red pulp of spleen,PMC9143356,life-12-00610-g004,male,100,um
descending limb of loop of Henle,PMC9174900,fphar-13-869512-g003,male,100,um
descending limb of loop of Henle,PMC9174900,fphar-13-869512-g003,male,100,um
descending limb of loop of Henle,PMC9174900,fphar-13-869512-g003,female,100,um
descending limb of loop of Henle,PMC9174900,fphar-13-869512-g003,female,100,um
nephron,PMC9139217,cells-11-01690-g001a,male,50,um
nephron,PMC9139217,cells-11-01690-g001a,male,50,um
nephron,PMC9139217,cells-11-01690-g001a,male,20,um
nephron,PMC9139217,cells-11-01690-g001a,male,20,um
papillary layer of dermis,PMC9139217,cells-11-01690-g001a,male,50,um
papillary layer of dermis,PMC9139217,cells-11-01690-g001a,male,50,um
papillary layer of dermis,PMC9139217,cells-11-01690-g001a,male,20,um
papillary layer of dermis,PMC9139217,cells-11-01690-g001a,male,20,um
intestinal villus,PMC9147270,jpm-12-00695-g001,male,50,um
