"ftu","pmcid","graphic","value_new","standard_unit"
"renal corpuscle","PMC10259099","10.1177_20543581231165716-fig1","25","um"
"renal corpuscle","PMC10259099","10.1177_20543581231165716-fig1","50","um"
"renal corpuscle","PMC10259099","10.1177_20543581231165716-fig1","50","um"
"renal corpuscle","PMC10259099","10.1177_20543581231165716-fig1","25","um"
"cortical collecting duct","PMC10259099","10.1177_20543581231165716-fig1","25","um"
"cortical collecting duct","PMC10259099","10.1177_20543581231165716-fig1","50","um"
"cortical collecting duct","PMC10259099","10.1177_20543581231165716-fig1","50","um"
"cortical collecting duct","PMC10259099","10.1177_20543581231165716-fig1","25","um"
"nephron","PMC10259099","10.1177_20543581231165716-fig1","25","um"
"nephron","PMC10259099","10.1177_20543581231165716-fig1","50","um"
"nephron","PMC10259099","10.1177_20543581231165716-fig1","50","um"
"nephron","PMC10259099","10.1177_20543581231165716-fig1","25","um"
"outer medullary collecting duct","PMC10283061","thnov13p3387g006","100","um"
"cortical collecting duct","PMC10283061","thnov13p3387g006","100","um"
"nephron","PMC10283061","thnov13p3387g006","100","um"
"descending limb of loop of Henle","PMC10017878","fbioe-11-1128587-g004","100","um"
"descending limb of loop of Henle","PMC10017878","fbioe-11-1128587-g004","100","um"
"thick ascending limb of loop of Henle","PMC10017878","fbioe-11-1128587-g004","100","um"
"thick ascending limb of loop of Henle","PMC10017878","fbioe-11-1128587-g004","100","um"
"white pulp of spleen","PMC10033912","41598_2023_30492_Fig1_HTML","5","mm"
"red pulp of spleen","PMC10033912","41598_2023_30492_Fig1_HTML","5","mm"
"papillary layer of dermis","PMC10057149","pharmaceutics-15-00798-g006","20","um"
"liver lobule","PMC10086579","EMMM-15-e17033-g003","20","um"
"liver lobule","PMC10086579","EMMM-15-e17033-g003","20","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","10","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","10","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","10","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","1","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","1","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","1","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","5","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","5","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","10","um"
"intestinal villus","PMC10184829","joces-137-260745-g3","10","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","10","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","10","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","10","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","1","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","1","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","1","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","5","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","5","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","10","um"
"cortical collecting duct","PMC10184829","joces-137-260745-g3","10","um"
"nephron","PMC10184829","joces-137-260745-g3","10","um"
"nephron","PMC10184829","joces-137-260745-g3","10","um"
"nephron","PMC10184829","joces-137-260745-g3","10","um"
"nephron","PMC10184829","joces-137-260745-g3","1","um"
"nephron","PMC10184829","joces-137-260745-g3","1","um"
"nephron","PMC10184829","joces-137-260745-g3","1","um"
"nephron","PMC10184829","joces-137-260745-g3","5","um"
"nephron","PMC10184829","joces-137-260745-g3","5","um"
"nephron","PMC10184829","joces-137-260745-g3","10","um"
"nephron","PMC10184829","joces-137-260745-g3","10","um"
"white pulp of spleen","PMC10238294","10266_2022_770_Fig2_HTML","500","um"
"white pulp of spleen","PMC10238294","10266_2022_770_Fig2_HTML","20","um"
"white pulp of spleen","PMC10238294","10266_2022_770_Fig2_HTML","100","um"
"inner medullary collecting duct","PMC10264076","elife-82748-fig2","500","um"
"nephron","PMC10264076","elife-82748-fig2","500","um"
"islet of Langerhans","PMC10298999","ijms-24-10323-g001","75","um"
"islet of Langerhans","PMC10298999","ijms-24-10323-g001","75","um"
"islet of Langerhans","PMC10298999","ijms-24-10323-g001","25","um"
"islet of Langerhans","PMC10298999","ijms-24-10323-g001","25","um"
"epidermal ridge of digit","PMC10298999","ijms-24-10323-g001","75","um"
"epidermal ridge of digit","PMC10298999","ijms-24-10323-g001","75","um"
"epidermal ridge of digit","PMC10298999","ijms-24-10323-g001","25","um"
"epidermal ridge of digit","PMC10298999","ijms-24-10323-g001","25","um"
"nephron","PMC10299707","ijms-24-10362-g002","50","um"
"nephron","PMC10299707","ijms-24-10362-g002","50","um"
"red pulp of spleen","PMC10302443","materials-16-04451-g011","50","um"
"red pulp of spleen","PMC10302443","materials-16-04451-g011","50","um"
"white pulp of spleen","PMC10302443","materials-16-04451-g011","50","um"
"white pulp of spleen","PMC10302443","materials-16-04451-g011","50","um"
"liver lobule","PMC10308223","fphar-14-1201583-g004","100","um"
"papillary layer of dermis","PMC10010262","fendo-14-1031066-g007","100","um"
"epidermal ridge of digit","PMC10010689","elife-75906-fig9","1","um"
"descending limb of loop of Henle","PMC10104782","41556_2023_1110_Fig10_ESM","5","um"
"red pulp of spleen","PMC10113473","fcell-11-1170389-g006","100","um"
"white pulp of spleen","PMC10113473","fcell-11-1170389-g006","100","um"
"intestinal villus","PMC10127431","40850_2021_74_Fig1_HTML","1","mm"
"intestinal villus","PMC10127431","40850_2021_74_Fig1_HTML","1","mm"
"intestinal villus","PMC10127431","40850_2021_74_Fig1_HTML","1","mm"
"intestinal villus","PMC10127431","40850_2021_74_Fig1_HTML","1","mm"
"intestinal villus","PMC10127431","40850_2021_74_Fig1_HTML","1","mm"
"nephron","PMC10135589","biomedicines-11-01017-g007","50","um"
"epidermal ridge of digit","PMC10137682","fchem-11-1161775-g001","100","um"
"crypt of Lieberkuhn of large intestine","PMC10144389","pharmaceutics-15-01313-g005","150","um"
"papillary layer of dermis","PMC10144389","pharmaceutics-15-01313-g005","150","um"
"white pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"white pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"white pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"white pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"white pulp of spleen","PMC10238146","SCI2023-7136819.001","100","nm"
"red pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"red pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"red pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"red pulp of spleen","PMC10238146","SCI2023-7136819.001","100","um"
"red pulp of spleen","PMC10238146","SCI2023-7136819.001","100","nm"
"prostate glandular acinus","PMC10252910","ijms-24-09280-g004","100","um"
"prostate glandular acinus","PMC10252910","ijms-24-09280-g004","100","um"
"nephron","PMC10252910","ijms-24-09280-g004","100","um"
"nephron","PMC10252910","ijms-24-09280-g004","100","um"
"nephron","PMC10301163","toxics-11-00504-g005","50","um"
"nephron","PMC10303494","medicina-59-01179-g002","100","um"
"nephron","PMC10303494","medicina-59-01179-g002","10","um"
"nephron","PMC10020706","fphar-14-1042093-g001","200","um"
"pancreatic acinus","PMC10020706","fphar-14-1042093-g001","200","um"
"renal corpuscle","PMC10039835","11356_2022_24800_Fig3_HTML","50","um"
"nephron","PMC10039835","11356_2022_24800_Fig3_HTML","50","um"
"nephron","PMC10052439","toxics-11-00273-g003","50","um"
"intestinal villus","PMC10070114","jciinsight-8-165566-g002","500","um"
"crypt of Lieberkuhn of large intestine","PMC10070114","jciinsight-8-165566-g002","500","um"
"papillary layer of dermis","PMC10091422","bm2c01498_0011","430","um"
"papillary layer of dermis","PMC10091422","bm2c01498_0011","1780","um"
"papillary layer of dermis","PMC10091422","bm2c01498_0011","1780","um"
"red pulp of spleen","PMC10115955","fneur-14-1088983-g0005","25","um"
"crypt of Lieberkuhn of large intestine","PMC10123470","13567_2023_1164_Fig5_HTML","100","um"
"crypt of Lieberkuhn of large intestine","PMC10123470","13567_2023_1164_Fig8_HTML","100","um"
"nephron","PMC10133298","41598_2023_33431_Fig1_HTML","50","um"
"nephron","PMC10133298","41598_2023_33431_Fig1_HTML","50","um"
"intestinal villus","PMC10133298","41598_2023_33431_Fig1_HTML","50","um"
"intestinal villus","PMC10133298","41598_2023_33431_Fig1_HTML","50","um"
"crypt of Lieberkuhn of large intestine","PMC10163357","dmm-16-050055-g5","50","um"
"crypt of Lieberkuhn of large intestine","PMC10163357","dmm-16-050055-g5","50","um"
"crypt of Lieberkuhn of large intestine","PMC10163357","dmm-16-050055-g5","100","um"
"crypt of Lieberkuhn of large intestine","PMC10163357","dmm-16-050055-g5","100","um"
"white pulp of spleen","PMC10215240","bioengineering-10-00513-g008","50","um"
"red pulp of spleen","PMC10215240","bioengineering-10-00513-g008","50","um"
"nephron","PMC10216377","cells-12-01346-g007","800","nm"
"red pulp of spleen","PMC10222050","materials-16-03676-g004","50","um"
"renal corpuscle","PMC10247566","418_2023_2185_Fig4_HTML","500","nm"
"renal corpuscle","PMC10247566","418_2023_2185_Fig4_HTML","2","um"
"renal corpuscle","PMC10247566","418_2023_2185_Fig4_HTML","1","um"
"liver lobule","PMC10247566","418_2023_2185_Fig4_HTML","500","nm"
"liver lobule","PMC10247566","418_2023_2185_Fig4_HTML","2","um"
"liver lobule","PMC10247566","418_2023_2185_Fig4_HTML","1","um"
"thymus lobule","PMC10247566","418_2023_2185_Fig4_HTML","500","nm"
"thymus lobule","PMC10247566","418_2023_2185_Fig4_HTML","2","um"
"thymus lobule","PMC10247566","418_2023_2185_Fig4_HTML","1","um"
"intestinal villus","PMC10266050","ijmsv20p0888g001","100","um"
"intestinal villus","PMC10266050","ijmsv20p0888g001","100","um"
"intestinal villus","PMC10266050","ijmsv20p0888g001","100","um"
"pancreatic acinus","PMC10266050","ijmsv20p0888g001","100","um"
"pancreatic acinus","PMC10266050","ijmsv20p0888g001","100","um"
"pancreatic acinus","PMC10266050","ijmsv20p0888g001","100","um"
"outer medullary collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"outer medullary collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","50","um"
"outer medullary collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"outer medullary collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"outer medullary collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"cortical collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"cortical collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","50","um"
"cortical collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"cortical collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"cortical collecting duct","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"thick ascending limb of loop of Henle","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"thick ascending limb of loop of Henle","PMC10276015","41467_2023_38958_Fig10_HTML","50","um"
"thick ascending limb of loop of Henle","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"thick ascending limb of loop of Henle","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"thick ascending limb of loop of Henle","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"nephron","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"nephron","PMC10276015","41467_2023_38958_Fig10_HTML","50","um"
"nephron","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"nephron","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"nephron","PMC10276015","41467_2023_38958_Fig10_HTML","20","um"
"epidermal ridge of digit","PMC10010689","elife-75906-fig1-figsupp3","500","nm"
"epidermal ridge of digit","PMC10010689","elife-75906-fig1-figsupp3","200","nm"
"epidermal ridge of digit","PMC10010689","elife-75906-fig1-figsupp3","200","nm"
"nephron","PMC10022115","12896_2022_767_Fig1_HTML","100","um"
"red pulp of spleen","PMC10105964","13287_2023_3299_Fig1_HTML","200","um"
"prostate glandular acinus","PMC10138486","ijms-24-07418-g003","80","um"
"intestinal villus","PMC10243823","jciinsight-8-146496-g004","50","um"
"descending limb of loop of Henle","PMC10266006","pnas.2220037120fig06","50","um"
"descending limb of loop of Henle","PMC10266006","pnas.2220037120fig06","5","um"
"descending limb of loop of Henle","PMC10266006","pnas.2220037120fig06","20","um"
"bronchus submucosal gland","PMC10013817","BTM2-8-e10439-g005","50","um"
"bronchus submucosal gland","PMC10013817","BTM2-8-e10439-g005","20","um"
"bronchus submucosal gland","PMC10013817","BTM2-8-e10439-g005","20","um"
"pancreatic acinus","PMC10082769","41598_2023_32602_Fig3_HTML","50","um"
"pancreatic acinus","PMC10082769","41598_2023_32602_Fig3_HTML","50","um"
"pancreatic acinus","PMC10082769","41598_2023_32602_Fig3_HTML","35","um"
"pancreatic acinus","PMC10082769","41598_2023_32602_Fig3_HTML","35","um"
"nephron","PMC10130008","41467_2023_37992_Fig3_HTML","200","um"
"nephron","PMC10130008","41467_2023_37992_Fig3_HTML","100","um"
"cortical collecting duct","PMC10130008","41467_2023_37992_Fig3_HTML","200","um"
"cortical collecting duct","PMC10130008","41467_2023_37992_Fig3_HTML","100","um"
"thick ascending limb of loop of Henle","PMC10177080","cells-12-01259-g007","10","um"
"thick ascending limb of loop of Henle","PMC10177080","cells-12-01259-g007","10","um"
"nephron","PMC10177434","cancers-15-02586-g008a","50","um"
"nephron","PMC10177567","cells-12-01245-g005","10","um"
"nephron","PMC10177567","cells-12-01245-g005","10","um"
"nephron","PMC10177567","cells-12-01245-g005","1","um"
"nephron","PMC10177567","cells-12-01245-g005","1","um"
"nephron","PMC10177567","cells-12-01245-g005","20","um"
"nephron","PMC10177567","cells-12-01245-g005","20","um"
"nephron","PMC10177567","cells-12-01245-g007","5","um"
"nephron","PMC10177567","cells-12-01245-g007","5","um"
"intestinal villus","PMC10215001","rrad021f1","500","um"
"intestinal villus","PMC10215001","rrad021f1","25","um"
"intestinal villus","PMC10215001","rrad021f1","100","um"
"crypt of Lieberkuhn of large intestine","PMC10215001","rrad021f1","500","um"
"crypt of Lieberkuhn of large intestine","PMC10215001","rrad021f1","25","um"
"crypt of Lieberkuhn of large intestine","PMC10215001","rrad021f1","100","um"
"papillary layer of dermis","PMC10215001","rrad021f1","500","um"
"papillary layer of dermis","PMC10215001","rrad021f1","25","um"
"papillary layer of dermis","PMC10215001","rrad021f1","100","um"
"descending limb of loop of Henle","PMC10224984","41467_2023_38647_Fig6_HTML","500","um"
"descending limb of loop of Henle","PMC10224984","41467_2023_38647_Fig6_HTML","50","um"
"descending limb of loop of Henle","PMC10224984","41467_2023_38647_Fig6_HTML","200","um"
"descending limb of loop of Henle","PMC10224984","41467_2023_38647_Fig6_HTML","20","um"
"nephron","PMC10247533","nihms-1892904-f0004","25","um"
"pancreatic acinus","PMC10247533","nihms-1892904-f0004","25","um"
"intestinal villus","PMC10259511","develop-150-201416-g2","50","um"
"intestinal villus","PMC10259511","develop-150-201416-g2","100","um"
"crypt of Lieberkuhn of large intestine","PMC10259511","develop-150-201416-g2","50","um"
"crypt of Lieberkuhn of large intestine","PMC10259511","develop-150-201416-g2","100","um"
"nephron","PMC10272764","fcell-11-1163825-g004","500","nm"
"nephron","PMC10272764","fcell-11-1163825-g004","18","um"
"nephron","PMC10272764","fcell-11-1163825-g004","100","nm"
"nephron","PMC10272764","fcell-11-1163825-g004","10","um"
"epidermal ridge of digit","PMC10006410","41598_2023_30514_Fig4_HTML","50","um"
"epidermal ridge of digit","PMC10006410","41598_2023_30514_Fig4_HTML","50","um"
"epidermal ridge of digit","PMC10006410","41598_2023_30514_Fig4_HTML","50","um"
"epidermal ridge of digit","PMC10006410","41598_2023_30514_Fig4_HTML","2","mm"
"papillary layer of dermis","PMC10109316","ACN3-10-553-g002","50","um"
"papillary layer of dermis","PMC10109316","ACN3-10-553-g002","200","um"
"papillary layer of dermis","PMC10109316","ACN3-10-553-g002","20","um"
"papillary layer of dermis","PMC10109316","ACN3-10-553-g002","100","um"
"prostate glandular acinus","PMC10138486","ijms-24-07418-g013","60","um"
"crypt of Lieberkuhn of large intestine","PMC10151413","jkad056f2","0.5","um"
"liver lobule","PMC10190025","13287_2023_3346_Fig9_HTML","100","um"
"liver lobule","PMC10198441","fnins-17-1176581-g003","25","um"
"islet of Langerhans","PMC10206066","41540_2023_275_Fig3_HTML","25","um"
"pancreatic acinus","PMC10206066","41540_2023_275_Fig3_HTML","25","um"
"liver lobule","PMC10206066","41540_2023_275_Fig3_HTML","25","um"
"crypt of Lieberkuhn of large intestine","PMC10209017","gr7","50","um"
"crypt of Lieberkuhn of large intestine","PMC10209017","gr7","20","um"
"renal corpuscle","PMC10233719","develop-150-201411-g4","50","um"
"descending limb of loop of Henle","PMC10233719","develop-150-201411-g4","50","um"
"thick ascending limb of loop of Henle","PMC10233719","develop-150-201411-g4","50","um"
"nephron","PMC10233719","develop-150-201411-g4","50","um"
